"county_state","cum.case.num"
"Richardson County_NE",61
"Richland County_IL",262
"Richland County_MT",140
"Richland County_ND",262
"Richland County_OH",1070
"Richland County_SC",15764
"Richland County_WI",242
"Richland Parish_LA",802
"Richmond City_VA",4775
"Richmond County_GA",7292
"Richmond County_NC",1086
"Richmond County_NY",16157
"Richmond County_VA",357
"Riley County_KS",1857
"Ringgold County_IA",56
"Rio Arriba County_NM",404
"Rio Blanco County_CO",25
"Rio Grande County_CO",99
"Ripley County_IN",331
"Ripley County_MO",144
"Ritchie County_WV",13
"Riverside County_CA",60738
"Roane County_TN",969
"Roane County_WV",56
"Roanoke city_VA",1914
"Roanoke County_VA",959
"Roberts County_SD",236
"Roberts County_TX",12
"Robertson County_KY",12
"Robertson County_TN",2298
"Robertson County_TX",328
"Robeson County_NC",4856
"Rock County_MN",192
"Rock County_NE",47
"Rock County_WI",3056
"Rock Island County_IL",3208
"Rockbridge County_VA",126
"Rockcastle County_KY",192
"Rockdale County_GA",1897
"Rockingham County_NC",1429
"Rockingham County_NH",2125
"Rockingham County_VA",1548
"Rockland County_NY",16071
"Rockwall County_TX",1680
"Roger Mills County_OK",71
"Rogers County_OK",1993
"Rolette County_ND",226
"Rooks County_KS",118
"Roosevelt County_MT",447
"Roosevelt County_NM",306
"Roscommon County_MI",105
"Roseau County_MN",144
"Rosebud County_MT",680
"Ross County_OH",986
"Routt County_CO",163
"Rowan County_KY",266
"Rowan County_NC",3602
"Runnels County_TX",279
"Rush County_IN",206
"Rush County_KS",75
"Rusk County_TX",964
"Rusk County_WI",82
"Russell County_AL",1822
"Russell County_KS",117
"Russell County_KY",270
"Russell County_VA",291
"Rutherford County_NC",1353
"Rutherford County_TN",9807
"Rutland County_VT",131
"Sabine County_TX",82
"Sabine Parish_LA",895
"Sac County_IA",290
"Sacramento County_CA",23245
"Sagadahoc County_ME",71
"Saginaw County_MI",3094
"Saguache County_CO",112
"Salem city_VA",292
"Salem County_NJ",1090
"Saline County_AR",2275
"Saline County_IL",399
"Saline County_KS",846
"Saline County_MO",801
"Saline County_NE",773
"Salt Lake County_UT",34071
"Saluda County_SC",691
"Sampson County_NC",2331
"San Augustine County_TX",207
"San Benito County_CA",1367
"San Bernardino County_CA",56400
"San Diego County_CA",48660
"San Francisco County_CA",11480
"San Jacinto County_TX",228
"San Joaquin County_CA",20569
"San Juan County_CO",6
"San Juan County_NM",3392
"San Juan County_UT",707
"San Juan County_WA",29
"San Luis Obispo County_CA",3742
"San Mateo County_CA",10275
"San Miguel County_CO",95
"San Miguel County_NM",104
"San Patricio County_TX",1501
"San Saba County_TX",69
"Sanborn County_SD",40
"Sanders County_MT",56
"Sandoval County_NM",1419
"Sandusky County_OH",611
"Sangamon County_IL",2650
"Sanilac County_MI",153
"Sanpete County_UT",243
"Santa Barbara County_CA",9319
"Santa Clara County_CA",21926
"Santa Cruz County_AZ",2889
"Santa Cruz County_CA",2519
"Santa Fe County_NM",1083
"Santa Rosa County_FL",5437
"Sarasota County_FL",8376
"Saratoga County_NY",1100
"Sargent County_ND",85
"Sarpy County_NE",4000
"Sauk County_WI",1091
"Saunders County_NE",530
"Sawyer County_WI",252
"Schenectady County_NY",1429
"Schleicher County_TX",53
"Schley County_GA",106
"Schoharie County_NY",87
"Schoolcraft County_MI",37
"Schuyler County_IL",59
"Schuyler County_MO",28
"Schuyler County_NY",57
"Schuylkill County_PA",1277
"Scioto County_OH",577
"Scotland County_MO",41
"Scotland County_NC",1316
"Scott County_AR",115
"Scott County_IA",3310
"Scott County_IL",81
"Scott County_IN",439
"Scott County_KS",119
"Scott County_KY",834
"Scott County_MN",2770
"Scott County_MO",971
"Scott County_MS",1185
"Scott County_TN",245
"Scott County_VA",203
"Scotts Bluff County_NE",442
"Screven County_GA",424
"Scurry County_TX",774
"Searcy County_AR",154
"Sebastian County_AR",3974
"Sedgwick County_CO",15
"Sedgwick County_KS",9509
"Seminole County_FL",9250
"Seminole County_GA",373
"Seminole County_OK",525
"Seneca County_NY",111
"Seneca County_OH",510
"Sequatchie County_TN",260
"Sequoyah County_OK",973
"Sevier County_AR",1214
"Sevier County_TN",2767
"Sevier County_UT",139
"Seward County_KS",1755
"Seward County_NE",251
"Shackelford County_TX",28
"Shannon County_MO",145
"Sharkey County_MS",268
"Sharp County_AR",256
"Shasta County_CA",1158
"Shawano County_WI",1313
"Shawnee County_KS",2925
"Sheboygan County_WI",2257
"Shelby County_AL",6407
"Shelby County_IA",286
"Shelby County_IL",439
"Shelby County_IN",1192
"Shelby County_KY",1115
"Shelby County_MO",72
"Shelby County_OH",723
"Shelby County_TN",31840
"Shelby County_TX",485
"Shenandoah County_VA",827
"Sherburne County_MN",1266
"Sheridan County_KS",40
"Sheridan County_MT",21
"Sheridan County_ND",15
"Sheridan County_NE",60
"Sheridan County_WY",335
"Sherman County_KS",48
"Sherman County_NE",27
"Sherman County_OR",18
"Sherman County_TX",66
"Shiawassee County_MI",553
"Shoshone County_ID",217
"Sibley County_MN",214
"Sierra County_CA",6
"Sierra County_NM",50
"Silver Bow County_MT",297
"Simpson County_KY",291
"Simpson County_MS",1087
"Sioux County_IA",1889
"Sioux County_ND",171
"Sioux County_NE",7
"Siskiyou County_CA",171
"Sitka City and Borough_AK",54
"Skagit County_WA",1134
"Skagway Municipality_AK",0
"Skamania County_WA",65
"Slope County_ND",11
"Smith County_KS",12
"Smith County_MS",556
"Smith County_TN",808
"Smith County_TX",3899
"Smyth County_VA",541
"Snohomish County_WA",7177
"Snyder County_PA",396
"Socorro County_NM",117
"Solano County_CA",6601
"Somerset County_MD",311
"Somerset County_ME",88
"Somerset County_NJ",5911
"Somerset County_PA",238
"Somervell County_TX",148
"Sonoma County_CA",7861
"Southampton County_VA",789
"Southeast Fairbanks Census Area_AK",34
"Spalding County_GA",1365
"Spartanburg County_SC",7261
"Spencer County_IN",306
"Spencer County_KY",225
"Spink County_SD",153
"Spokane County_WA",7409
"Spotsylvania County_VA",2191
"St. Bernard Parish_LA",1453
"St. Charles County_MO",8114
"St. Charles Parish_LA",1846
"St. Clair County_AL",2474
"St. Clair County_IL",6933
"St. Clair County_MI",1076
"St. Clair County_MO",79
"St. Croix County_WI",1134
"St. Francis County_AR",1564
"St. Francois County_MO",2240
"St. Helena Parish_LA",413
"St. James Parish_LA",811
"St. John the Baptist Parish_LA",1600
"St. Johns County_FL",5526
"St. Joseph County_IN",7252
"St. Joseph County_MI",847
"St. Landry Parish_LA",3390
"St. Lawrence County_NY",336
"St. Louis County_MN",1956
"St. Louis County_MO",23850
"St. Lucie County_FL",8228
"St. Martin Parish_LA",2116
"St. Mary's County_MD",1348
"St. Mary Parish_LA",1958
"St. Tammany Parish_LA",7157
"Stafford County_KS",63
"Stafford County_VA",2072
"Stanislaus County_CA",16759
"Stanley County_SD",47
"Stanly County_NC",2117
"Stanton County_KS",71
"Stanton County_NE",46
"Stark County_IL",56
"Stark County_ND",1836
"Stark County_OH",3116
"Starke County_IN",291
"Starr County_TX",3452
"Statewide Unallocated_AK",69
"Statewide Unallocated_AL",1074
"Statewide Unallocated_AR",2049
"Statewide Unallocated_AZ",8
"Statewide Unallocated_CA",16
"Statewide Unallocated_CO",276
"Statewide Unallocated_CT",550
"Statewide Unallocated_DE",493
"Statewide Unallocated_FL",1792
"Statewide Unallocated_GA",19781
"Statewide Unallocated_HI",34
"Statewide Unallocated_IA",124
"Statewide Unallocated_ID",9
"Statewide Unallocated_IL",378
"Statewide Unallocated_IN",657
"Statewide Unallocated_KS",44
"Statewide Unallocated_KY",90
"Statewide Unallocated_LA",458
"Statewide Unallocated_MA",3347
"Statewide Unallocated_MD",5
"Statewide Unallocated_ME",26
"Statewide Unallocated_MI",6041
"Statewide Unallocated_MN",220
"Statewide Unallocated_MO",606
"Statewide Unallocated_MS",111
"Statewide Unallocated_MT",5
"Statewide Unallocated_NC",1166
"Statewide Unallocated_ND",0
"Statewide Unallocated_NE",13
"Statewide Unallocated_NH",85
"Statewide Unallocated_NJ",4866
"Statewide Unallocated_NM",1518
"Statewide Unallocated_NV",275
"Statewide Unallocated_NY",71
"Statewide Unallocated_OH",7
"Statewide Unallocated_OK",103
"Statewide Unallocated_OR",0
"Statewide Unallocated_PA",1
"Statewide Unallocated_RI",2755
"Statewide Unallocated_SC",6
"Statewide Unallocated_SD",1
"Statewide Unallocated_TN",6421
"Statewide Unallocated_TX",35
"Statewide Unallocated_UT",174
"Statewide Unallocated_VA",0
"Statewide Unallocated_VT",26
"Statewide Unallocated_WA",1216
"Statewide Unallocated_WI",1
"Statewide Unallocated_WV",0
"Statewide Unallocated_WY",0
"Staunton city_VA",285
"Ste. Genevieve County_MO",223
"Stearns County_MN",4362
"Steele County_MN",592
"Steele County_ND",30
"Stephens County_GA",1129
"Stephens County_OK",476
"Stephens County_TX",138
"Stephenson County_IL",588
"Sterling County_TX",5
"Steuben County_IN",434
"Steuben County_NY",540
"Stevens County_KS",158
"Stevens County_MN",125
"Stevens County_WA",200
"Stewart County_GA",523
"Stewart County_TN",250
"Stillwater County_MT",90
"Stoddard County_MO",583
"Stokes County_NC",490
"Stone County_AR",373
"Stone County_MO",517
"Stone County_MS",395
"Stonewall County_TX",16
"Storey County_NV",11
"Story County_IA",3559
"Strafford County_NH",587
"Stutsman County_ND",548
"Sublette County_WY",123
"Suffolk City_VA",2129
"Suffolk County_MA",26138
"Suffolk County_NY",46891
"Sullivan County_IN",356
"Sullivan County_MO",227
"Sullivan County_NH",59
"Sullivan County_NY",1616
"Sullivan County_PA",15
"Sullivan County_TN",2395
"Sully County_SD",17
"Summers County_WV",59
"Summit County_CO",489
"Summit County_OH",5613
"Summit County_UT",1084
"Sumner County_KS",219
"Sumner County_TN",5088
"Sumter County_AL",438
"Sumter County_FL",2458
"Sumter County_GA",941
"Sumter County_SC",3270
"Sunflower County_MS",1515
"Surry County_NC",1411
"Surry County_VA",128
"Susquehanna County_PA",308
"Sussex County_DE",7024
"Sussex County_NJ",1539
"Sussex County_VA",590
"Sutter County_CA",1763
"Sutton County_TX",84
"Suwannee County_FL",2776
"Swain County_NC",163
"Sweet Grass County_MT",52
"Sweetwater County_WY",363
"Swift County_MN",155
"Swisher County_TX",107
"Switzerland County_IN",73
"Talbot County_GA",166
"Talbot County_MD",579
"Taliaferro County_GA",23
"Talladega County_AL",2257
"Tallahatchie County_MS",790
"Tallapoosa County_AL",1197
"Tama County_IA",792
"Taney County_MO",1405
"Tangipahoa Parish_LA",4570
"Taos County_NM",148
"Tarrant County_TX",48275
"Tate County_MS",1041
"Tattnall County_GA",851
"Taylor County_FL",1352
"Taylor County_GA",216
"Taylor County_IA",164
"Taylor County_KY",328
"Taylor County_TX",1537
"Taylor County_WI",246
"Taylor County_WV",145
"Tazewell County_IL",1924
"Tazewell County_VA",342
"Tehama County_CA",618
"Telfair County_GA",396
"Teller County_CO",178
"Tensas Parish_LA",162
"Terrebonne Parish_LA",3682
"Terrell County_GA",331
"Terrell County_TX",3
"Terry County_TX",286
"Teton County_ID",204
"Teton County_MT",42
"Teton County_WY",625
"Texas County_MO",383
"Texas County_OK",1602
"Thayer County_NE",35
"Thomas County_GA",1514
"Thomas County_KS",177
"Thomas County_NE",5
"Throckmorton County_TX",8
"Thurston County_NE",284
"Thurston County_WA",1191
"Tift County_GA",1828
"Tillamook County_OR",54
"Tillman County_OK",109
"Tioga County_NY",278
"Tioga County_PA",95
"Tippah County_MS",736
"Tippecanoe County_IN",2846
"Tipton County_IN",247
"Tipton County_TN",1921
"Tishomingo County_MS",725
"Titus County_TX",1487
"Todd County_KY",199
"Todd County_MN",538
"Todd County_SD",161
"Tolland County_CT",1473
"Tom Green County_TX",2332
"Tompkins County_NY",451
"Tooele County_UT",949
"Toole County_MT",142
"Toombs County_GA",1364
"Torrance County_NM",80
"Towner County_ND",24
"Towns County_GA",356
"Traill County_ND",143
"Transylvania County_NC",341
"Traverse County_MN",40
"Travis County_TX",29799
"Treasure County_MT",4
"Trego County_KS",43
"Trempealeau County_WI",742
"Treutlen County_GA",263
"Trigg County_KY",188
"Trimble County_KY",72
"Trinity County_CA",26
"Trinity County_TX",198
"Tripp County_SD",188
"Troup County_GA",2855
"Trousdale County_TN",1692
"Trumbull County_OH",2008
"Tucker County_WV",43
"Tulare County_CA",16490
"Tulsa County_OK",17949
"Tunica County_MS",507
"Tuolumne County_CA",233
"Turner County_GA",317
"Turner County_SD",187
"Tuscaloosa County_AL",9219
"Tuscarawas County_OH",985
"Tuscola County_MI",530
"Twiggs County_GA",199
"Twin Falls County_ID",2513
"Tyler County_TX",229
"Tyler County_WV",17
"Tyrrell County_NC",116
"Uinta County_WY",365
"Uintah County_UT",119
"Ulster County_NY",2324
"Umatilla County_OR",3102
"Unicoi County_TN",297
"Union County_AR",945
"Union County_FL",1000
"Union County_GA",806
"Union County_IA",152
"Union County_IL",554
"Union County_IN",107
"Union County_KY",383
"Union County_MS",1049
"Union County_NC",5105
"Union County_NJ",17903
"Union County_NM",31
"Union County_OH",603
"Union County_OR",446
"Union County_PA",568
"Union County_SC",623
"Union County_SD",458
"Union County_TN",417
"Union Parish_LA",1008
"Upshur County_TX",402
"Upshur County_WV",117
"Upson County_GA",807
"Upton County_TX",25
"Utah County_UT",21180
"Uvalde County_TX",803
"Val Verde County_TX",2232
"Valdez-Cordova Census Area_AK",80
"Valencia County_NM",606
"Valley County_ID",98
"Valley County_MT",114
"Valley County_NE",47
"Van Buren County_AR",178
"Van Buren County_IA",127
"Van Buren County_MI",805
"Van Buren County_TN",170
"Van Wert County_OH",143
"Van Zandt County_TX",599
"Vance County_NC",1089
"Vanderburgh County_IN",4301
"Venango County_PA",97
"Ventura County_CA",13045
"Vermilion County_IL",1011
"Vermilion Parish_LA",2057
"Vermillion County_IN",142
"Vernon County_MO",227
"Vernon County_WI",292
"Vernon Parish_LA",1081
"Victoria County_TX",4100
"Vigo County_IN",2022
"Vilas County_WI",307
"Vinton County_OH",57
"Virginia Beach City_VA",7102
"Volusia County_FL",11150
"Wabash County_IL",169
"Wabash County_IN",294
"Wabasha County_MN",232
"Wabaunsee County_KS",72
"Wade Hampton Census Area_AK",0
"Wadena County_MN",89
"Wagoner County_OK",1564
"Wahkiakum County_WA",7
"Wake County_NC",18345
"Wakulla County_FL",1160
"Waldo County_ME",78
"Walker County_AL",2436
"Walker County_GA",1620
"Walker County_TX",3769
"Walla Walla County_WA",937
"Wallace County_KS",19
"Waller County_TX",914
"Wallowa County_OR",33
"Walsh County_ND",232
"Walthall County_MS",606
"Walton County_FL",2009
"Walton County_GA",1870
"Walworth County_SD",146
"Walworth County_WI",2954
"Wapello County_IA",1386
"Ward County_ND",1248
"Ward County_TX",137
"Ware County_GA",1523
"Warren County_GA",158
"Warren County_IA",998
"Warren County_IL",357
"Warren County_IN",44
"Warren County_KY",4499
"Warren County_MO",498
"Warren County_MS",1431
"Warren County_NC",363
"Warren County_NJ",1461
"Warren County_NY",416
"Warren County_OH",3271
"Warren County_PA",45
"Warren County_TN",1135
"Warren County_VA",453
"Warrick County_IN",1549
"Wasatch County_UT",844
"Wasco County_OR",306
"Waseca County_MN",820
"Washakie County_WY",121
"Washburn County_WI",144
"Washington County_AL",582
"Washington County_AR",9949
"Washington County_CO",68
"Washington County_FL",1092
"Washington County_GA",692
"Washington County_IA",517
"Washington County_ID",387
"Washington County_IL",232
"Washington County_IN",288
"Washington County_KS",24
"Washington County_KY",149
"Washington County_MD",1862
"Washington County_ME",20
"Washington County_MN",4180
"Washington County_MO",494
"Washington County_MS",2319
"Washington County_NC",219
"Washington County_NE",309
"Washington County_NY",307
"Washington County_OH",268
"Washington County_OK",1041
"Washington County_OR",4810
"Washington County_PA",1449
"Washington County_RI",877
"Washington County_TN",2512
"Washington County_TX",646
"Washington County_UT",3576
"Washington County_VA",643
"Washington County_VT",78
"Washington County_WI",3013
"Washington Parish_LA",1659
"Washington_DC",15547
"Washita County_OK",101
"Washoe County_NV",9913
"Washtenaw County_MI",3928
"Watauga County_NC",1041
"Watonwan County_MN",540
"Waukesha County_WI",8975
"Waupaca County_WI",1484
"Waushara County_WI",478
"Wayne County_GA",1159
"Wayne County_IA",91
"Wayne County_IL",325
"Wayne County_IN",1211
"Wayne County_KY",186
"Wayne County_MI",36053
"Wayne County_MO",232
"Wayne County_MS",934
"Wayne County_NC",3582
"Wayne County_NE",206
"Wayne County_NY",335
"Wayne County_OH",981
"Wayne County_PA",256
"Wayne County_TN",1521
"Wayne County_UT",2
"Wayne County_WV",421
"Waynesboro city_VA",295
"Weakley County_TN",1288
"Webb County_TX",14145
"Weber County_UT",4552
"Webster County_GA",43
"Webster County_IA",1395
"Webster County_KY",213
"Webster County_MO",783
"Webster County_MS",348
"Webster County_NE",18
"Webster County_WV",8
"Webster Parish_LA",1333
"Weld County_CO",4962
"Wells County_IN",304
"Wells County_ND",42
"West Baton Rouge Parish_LA",922
"West Carroll Parish_LA",350
"West Feliciana Parish_LA",774
"Westchester County_NY",38515
"Westmoreland County_PA",2461
"Westmoreland County_VA",278
"Weston County_WY",44
"Wetzel County_WV",66
"Wexford County_MI",136
"Wharton County_TX",1391
"Whatcom County_WA",1403
"Wheatland County_MT",21
"Wheeler County_GA",348
"Wheeler County_NE",2
"Wheeler County_OR",0
"Wheeler County_TX",50
"White County_AR",975
"White County_GA",894
"White County_IL",189
"White County_IN",505
"White County_TN",930
"White Pine County_NV",71
"Whiteside County_IL",883
"Whitfield County_GA",4727
"Whitley County_IN",319
"Whitley County_KY",496
"Whitman County_WA",1400
"Wibaux County_MT",19
"Wichita County_KS",5
"Wichita County_TX",1930
"Wicomico County_MD",2100
"Wilbarger County_TX",212
"Wilcox County_AL",538
"Wilcox County_GA",249
"Wilkes County_GA",268
"Wilkes County_NC",1331
"Wilkin County_MN",81
"Wilkinson County_GA",347
"Wilkinson County_MS",310
"Will County_IL",14702
"Willacy County_TX",1211
"Williams County_ND",1224
"Williams County_OH",242
"Williamsburg City_VA",193
"Williamsburg County_SC",1343
"Williamson County_IL",1467
"Williamson County_TN",5674
"Williamson County_TX",8706
"Wilson County_KS",69
"Wilson County_NC",2374
"Wilson County_TN",3788
"Wilson County_TX",967
"Winchester city_VA",519
"Windham County_CT",1056
"Windham County_VT",127
"Windsor County_VT",92
"Winkler County_TX",120
"Winn Parish_LA",642
"Winnebago County_IA",346
"Winnebago County_IL",6886
"Winnebago County_WI",5366
"Winneshiek County_IA",357
"Winona County_MN",1001
"Winston County_AL",770
"Winston County_MS",763
"Wirt County_WV",12
"Wise County_TX",784
"Wise County_VA",450
"Wolfe County_KY",52
"Wood County_OH",2132
"Wood County_TX",544
"Wood County_WI",1010
"Wood County_WV",382
"Woodbury County_IA",5971
"Woodford County_IL",459
"Woodford County_KY",301
"Woodruff County_AR",63
"Woods County_OK",117
"Woodson County_KS",24
"Woodward County_OK",1120
"Worcester County_MA",15378
"Worcester County_MD",1091
"Worth County_GA",549
"Worth County_IA",117
"Worth County_MO",21
"Wrangell City and Borough_AK",13
"Wright County_IA",616
"Wright County_MN",1839
"Wright County_MO",436
"Wyandot County_OH",223
"Wyandotte County_KS",7353
"Wyoming County_NY",142
"Wyoming County_PA",80
"Wyoming County_WV",130
"Wythe County_VA",263
"Yadkin County_NC",783
"Yakima County_WA",11502
"Yakutat City and Borough_AK",0
"Yalobusha County_MS",453
"Yamhill County_OR",815
"Yancey County_NC",221
"Yankton County_SD",482
"Yates County_NY",66
"Yavapai County_AZ",2617
"Yazoo County_MS",1084
"Yell County_AR",1271
"Yellow Medicine County_MN",216
"Yellowstone County_MT",3645
"Yoakum County_TX",258
"Yolo County_CA",2893
"York County_ME",1243
"York County_NE",213
"York County_PA",5125
"York County_SC",5661
"York County_VA",564
"Young County_TX",346
"Yuba County_CA",1207
"Yukon-Koyukuk Census Area_AK",83
"Yuma County_AZ",12815
"Yuma County_CO",139
"Zapata County_TX",335
"Zavala County_TX",389
"Ziebach County_SD",67
